epsilon,alignment,sigma1_sq,G_NL_TG,G_NL_PGD
1e-06,0.9999999999999052,5.919086560394716,5.919086841731944,5.91908684253702
3.5938136638046257e-06,0.9999999999987741,5.919086560394716,5.919087567863136,5.919087568989031
1.2915496650148827e-05,0.9999999999841666,5.919086560394716,5.919090182906939,5.919090183000368
4.641588833612782e-05,0.9999999997954987,5.919086560394716,5.919099577064212,5.919099579735191
0.0001668100537200059,0.999999997358663,5.919086560394716,5.919133321534959,5.919133355899844
0.0005994842503189409,0.9999999658811984,5.919086560394716,5.919254373409294,5.919254817580421
0.0021544346900318843,0.9999995591239775,5.919086560394716,5.91968657799731,5.919692317650647
0.007742636826811277,0.9999942958380645,5.919086560394716,5.921203228417656,5.921277495054877
0.02782559402207126,0.9999258522816823,5.919086560394716,5.926180162737127,5.927145761045058
0.1,0.9990186418276206,5.919086560394716,5.937930299057349,5.950713435881925
