epsilon,alignment,sigma1_sq,G_NL_TG,G_NL_PGD,test_index
1e-06,0.9999999999999662,12.736445946909353,12.736446177751912,12.736446182759378,0
3.5938136638046257e-06,0.9999999999995662,12.736445946909353,12.736446790219128,12.736446788398863,0
1.2915496650148827e-05,0.9999999999944,12.736445946909353,12.736448979024527,12.736448979968344,0
4.641588833612782e-05,0.9999999999276794,12.736445946909353,12.736456840441301,12.736456842628705,0
0.0001668100537200059,0.9999999990660496,12.736445946909353,12.736485005805136,12.736485033845218,0
0.0005994842503189409,0.9999999879423828,12.736445946909353,12.736585143769286,12.736585505507964,0
0.0021544346900318843,0.9999998444935845,12.736445946909353,12.736931026524593,12.73693569226496,0
0.007742636826811277,0.9999980019615595,12.736445946909353,12.737992900932577,12.738052861643958,0
0.02782559402207126,0.9999746802232866,12.736445946909353,12.739450533367625,12.740210764214789,0
0.1,0.9996957079405908,12.736445946909353,12.713495449889118,12.722618315899014,0
1e-06,0.999999999999948,8.749287656990695,8.749286584537565,8.749286591875542,314
3.5938136638046257e-06,0.9999999999993294,8.749287656990695,8.749283814364535,8.749283814275469,314
1.2915496650148827e-05,0.9999999999913403,8.749287656990695,8.74927384572699,8.74927384602579,314
4.641588833612782e-05,0.9999999998881549,8.749287656990695,8.749238022066667,8.74923802440929,314
0.0001668100537200059,0.9999999985553619,8.749287656990695,8.749109270441233,8.749109299823825,314
0.0005994842503189409,0.9999999813370313,8.749287656990695,8.748646463914154,8.748646843094322,314
0.0021544346900318843,0.9999997587382736,8.749287656990695,8.746981972526191,8.746986872077247,314
0.007742636826811277,0.9999968737980214,8.749287656990695,8.740984032117126,8.741047420674176,314
0.02782559402207126,0.9999591568421295,8.749287656990695,8.719225000673298,8.720048586990629,314
0.1,0.9994520706503744,8.749287656990695,8.638570470564911,8.649408848315312,314
1e-06,0.999999999999978,7.785398653035862,7.785400013874464,7.785400006724911,629
3.5938136638046257e-06,0.9999999999997162,7.785398653035862,7.785403528567905,7.785403529638492,629
1.2915496650148827e-05,0.9999999999963332,7.785398653035862,7.7854161770075745,7.785416176752425,629
4.641588833612782e-05,0.9999999999526386,7.785398653035862,7.785461628691739,7.785461629495172,629
0.0001668100537200059,0.9999999993883,7.785398653035862,7.785624964870754,7.785624976456741,629
0.0005994842503189409,0.9999999920994274,7.785398653035862,7.786211837041783,7.786211986679411,629
0.0021544346900318843,0.9999998979526495,7.785398653035862,7.788319293504571,7.788321227136591,629
0.007742636826811277,0.9999986816600572,7.785398653035862,7.795871650938708,7.795896666032424,629
0.02782559402207126,0.9999829571436308,7.785398653035862,7.822731672556701,7.823056650097494,629
0.1,0.9997792107816871,7.785398653035862,7.9154036936180905,7.919684907312455,629
1e-06,0.9999999999999557,5.369162881596752,5.369162131954928,5.369162134552987,944
3.5938136638046257e-06,0.9999999999994287,5.369162881596752,5.369160190023021,5.369160191609361,944
1.2915496650148827e-05,0.9999999999926203,5.369162881596752,5.369153209258913,5.369153209288345,944
4.641588833612782e-05,0.9999999999046854,5.369162881596752,5.369128120284851,5.369128121374785,944
0.0001668100537200059,0.9999999987688912,5.369162881596752,5.369037950044663,5.369037965847967,944
0.0005994842503189409,0.9999999840962808,5.369162881596752,5.368713831978734,5.368714035782007,944
0.0021544346900318843,0.9999997944409482,5.369162881596752,5.367548192398762,5.367550825595726,944
0.007742636826811277,0.999997337960278,5.369162881596752,5.363348555753967,5.363382608195661,944
0.02782559402207126,0.9999652928049385,5.369162881596752,5.348121567722137,5.348563308700715,944
0.1,0.9995377045608769,5.369162881596752,5.291754450115233,5.2975360224167565,944
1e-06,0.9999999999999465,4.888489028449859,4.88848925216444,4.888489250819825,1258
3.5938136638046257e-06,0.9999999999993077,4.888489028449859,4.888489828751994,4.888489828505079,1258
1.2915496650148827e-05,0.9999999999910558,4.888489028449859,4.888491902843342,4.888491902928654,1258
4.641588833612782e-05,0.9999999998844822,4.888489028449859,4.8884993573488185,4.888499358702415,1258
0.0001668100537200059,0.9999999985080903,4.888489028449859,4.88852613883795,4.888526155807857,1258
0.0005994842503189409,0.99999998073418,4.888489028449859,4.888622268098436,4.888622487333886,1258
0.0021544346900318843,0.9999997513086509,4.888489028449859,4.888966210451874,4.888969040779023,1258
0.007742636826811277,0.9999967943512664,4.888489028449859,4.890182495346456,4.890218994239354,1258
0.02782559402207126,0.9999588904187883,4.888489028449859,4.894296222951411,4.894765005021894,1258
0.1,0.9994824755707701,4.888489028449859,4.905670821958144,4.911602432753933,1258
1e-06,0.9999999999999614,11.032996734208744,11.032999340446233,11.032999348753012,1573
3.5938136638046257e-06,0.9999999999994998,11.032996734208744,11.033006125300902,11.03300612685612,1573
1.2915496650148827e-05,0.9999999999935394,11.032996734208744,11.033030490735955,11.033030490473493,1573
4.641588833612782e-05,0.9999999999165574,11.032996734208744,11.033118045618489,11.033118048001512,1573
0.0001668100537200059,0.9999999989222927,11.032996734208744,11.03343267207486,11.033432702135686,1573
0.0005994842503189409,0.9999999860807616,11.032996734208744,11.034562979620953,11.034563368027943,1573
0.0021544346900318843,0.9999998202209436,11.032996734208744,11.038619910221914,11.03862492923085,1573
0.007742636826811277,0.9999976778482677,11.032996734208744,11.053132279752518,11.05319721859109,1573
0.02782559402207126,0.9999700023250085,11.032996734208744,11.10439080125657,11.10523470749867,1573
0.1,0.9996129729244126,11.032996734208744,11.275861910948228,11.286967799703238,1573
1e-06,0.9999999999999672,7.2152695401568945,7.215270162533648,7.215270163570759,1888
3.5938136638046257e-06,0.9999999999995792,7.2152695401568945,7.2152717732571965,7.215271774036974,1888
1.2915496650148827e-05,0.9999999999945689,7.2152695401568945,7.215277569647517,7.215277569745532,1888
4.641588833612782e-05,0.9999999999298554,7.2152695401568945,7.21529839528994,7.215298396528183,1888
0.0001668100537200059,0.9999999990940569,7.2152695401568945,7.21537321438473,7.215373230842139,1888
0.0005994842503189409,0.9999999882997168,7.2152695401568945,7.215641792841867,7.215642005930363,1888
0.0021544346900318843,0.9999998489043679,7.2152695401568945,7.2166030448953595,7.2166057972565225,1888
0.007742636826811277,0.999998049395578,7.2152695401568945,7.220006335733736,7.220041896879298,1888
0.02782559402207126,0.9999748429688112,7.2152695401568945,7.231574681249212,7.232034585609465,1888
0.1,0.9996760410179624,7.2152695401568945,7.264598694861882,7.270568293029946,1888
1e-06,0.999999999999955,8.361658136637494,8.36165666965572,8.361656664360495,2202
3.5938136638046257e-06,0.999999999999419,8.361658136637494,8.361652846800428,8.361652843590962,2202
1.2915496650148827e-05,0.9999999999924956,8.361658136637494,8.361639116893985,8.361639117271675,2202
4.641588833612782e-05,0.9999999999030745,8.361658136637494,8.361589781637273,8.361589783441561,2202
0.0001668100537200059,0.9999999987481356,8.361658136637494,8.361412456617295,8.361412481335268,2202
0.0005994842503189409,0.9999999838304707,8.361658136637494,8.360774888480153,8.360775207288198,2202
0.0021544346900318843,0.9999997911125925,8.361658136637494,8.3584797784915,8.358483895251146,2202
0.007742636826811277,0.9999972998253094,8.361658136637494,8.350182548490075,8.350235676143711,2202
0.02782559402207126,0.999965024099084,8.361658136637494,8.319738113628153,8.32042216069797,2202
0.1,0.9995443364393766,8.361658136637494,8.202602535479892,8.211313200009037,2202
1e-06,0.9999999999999354,5.582200572692069,5.5822002995176945,5.582200298545043,2517
3.5938136638046257e-06,0.9999999999991638,5.582200572692069,5.582199601185816,5.58219960079298,2517
1.2915496650148827e-05,0.9999999999891998,5.582200572692069,5.582197082285112,5.58219708220631,2517
4.641588833612782e-05,0.9999999998605078,5.582200572692069,5.582188027324,5.582188028958545,2517
0.0001668100537200059,0.9999999981983398,5.582200572692069,5.58215547289218,5.582155494459599,2517
0.0005994842503189409,0.9999999767282935,5.582200572692069,5.582038306845368,5.582038585688126,2517
0.0021544346900318843,0.9999996993245597,5.582200572692069,5.581615024350013,5.581618626317132,2517
0.007742636826811277,0.9999961115684993,5.582200572692069,5.580065354630519,5.580111905715323,2517
0.02782559402207126,0.9999495505600923,5.582200572692069,5.574131572713155,5.574734090972449,2517
0.1,0.9993389920839986,5.582200572692069,5.548254662428586,5.556078948412492,2517
1e-06,0.9999999999999578,4.387532238968533,4.387531157866074,4.387531158217954,2832
3.5938136638046257e-06,0.9999999999994547,4.387532238968533,4.387528357034727,4.387528356357337,2832
1.2915496650148827e-05,0.9999999999929551,4.387532238968533,4.387518285882035,4.38751828638299,2832
4.641588833612782e-05,0.9999999999090103,4.387532238968533,4.387482094387557,4.38748209535496,2832
0.0001668100537200059,0.9999999988247574,4.387532238968533,4.387352020681769,4.387352032202475,2832
0.0005994842503189409,0.9999999848182143,4.387532238968533,4.386884461866448,4.386884610664951,2832
0.0021544346900318843,0.9999998037829835,4.387532238968533,4.385202878681083,4.385204800690123,2832
0.007742636826811277,0.9999974593933797,4.387532238968533,4.379143327312718,4.379168159382065,2832
0.02782559402207126,0.9999668877788593,4.387532238968533,4.357159723665851,4.357480822886276,2832
0.1,0.9995578479870577,4.387532238968533,4.2756394263894695,4.279803183983482,2832
1e-06,0.9999999999999534,6.03935294052508,6.0393529960689465,6.039353001082235,3146
3.5938136638046257e-06,0.9999999999993967,6.03935294052508,6.039353160806635,6.039353159852617,3146
