epsilon,alignment,sigma1_sq,G_NL_TG,G_NL_PGD
1e-06,0.9999999999999766,8.344604434364772,8.344602457802575,8.34460245204145
3.5938136638046257e-06,0.9999999999996956,8.344604434364772,8.34459732653686,8.344597326677606
1.2915496650148827e-05,0.9999999999960659,8.344604434364772,8.34457889424558,8.344578893673075
4.641588833612782e-05,0.9999999999491879,8.344604434364772,8.344512644602501,8.34451264566711
0.0001668100537200059,0.9999999993437253,8.344604434364772,8.344274531259673,8.344274544900872
0.0005994842503189409,0.9999999915235088,8.344604434364772,8.343418461657977,8.343418638098473
0.0021544346900318843,0.9999998905043579,8.344604434364772,8.340337597329528,8.34033987495726
0.007742636826811277,0.9999985849756095,8.344604434364772,8.32921022520204,8.329239595088213
0.02782559402207126,0.9999816822649765,8.344604434364772,8.288522005440758,8.288899166451808
0.1,0.9997608958328433,8.344604434364772,8.134014958096936,8.138787700514952
