seed,test_index,horizon,sigma1_phi,Gmax,log_Gmax,spectral_radius_J,sigma1_J,fro_J,one_step_error,rollout_error,relative_rollout_error,linear_predicted_error,linear_to_actual_ratio,linear_vector_error,defect_amplification_bound,bound_to_actual_ratio,defect_l2_rms,defect_l2_sum,propagated_defect_norm_sum,effective_defect_gain,defect_cancellation_ratio,tg_alignment_mean,tg_alignment_weighted,gain_efficiency_mean
4,0,1,1.0557700326068336,1.1146503617506345,0.1085407788313033,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,0.12954577777439036,0.026953199149370565,0.12954577777439033,0.9999999999999921,4.677452743560217e-16,0.12954577777439033,0.9999999999999921,0.12954577777439033,0.12954577777439033,0.12954577777439033,0.9999999999999923,0.9999999999999923,nan,nan,nan
4,0,2,1.114764359487011,1.2426995771824858,0.21728609158873505,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,0.25850820430994187,0.05349753014585693,0.258504541720691,0.9999858318258732,0.00020932567285259288,0.2665014504606128,1.0309206671873605,0.12965719210468393,0.2593142885532773,0.2589381078138345,0.9985493250620991,0.9983255995156333,0.2885340006891932,0.28853400068919094,0.9446852918954014
4,0,5,1.3105317326731916,1.7174934223433975,0.54086591532153,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,0.6327486144693087,0.12931254769014072,0.6326021984435977,0.9997686031666226,0.006228230184538644,0.718904769333339,1.1361617440068028,0.1289631264220914,0.6448034458396004,0.642159540556764,0.9958996725282775,0.9851168728181147,0.1920148447471659,0.19206524539303244,0.873374895387135
4,0,10,1.6932297412334743,2.867026956597578,1.0532755892280032,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,1.1596727905043631,0.23542383678380957,1.1598204304147803,1.000127311696562,0.05038067518463586,1.6204789118080793,1.3973587421183709,0.12765620596636595,1.2764809207217813,1.250418569656393,0.9795826552184953,0.9275457503270209,0.09052416360198891,0.09029199551632952,0.765287974368797
4,0,20,2.703241270986037,7.307513369162204,1.988903047514037,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,1.7080487066234384,0.34595256539380087,1.7207382601012702,1.0074292691002449,0.19695188214990964,4.230109684409636,2.476574390417671,0.13076267689804513,2.6127906819958877,2.5248596002067774,0.966345914200084,0.6815183941159925,0.2267873579992515,0.23226485618220746,0.6157774848880915
4,0,40,4.8095857001284505,23.132114606880076,3.1412218947571584,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,4.038132727839435,0.8279922631696061,3.9109023917820807,0.968492780046527,0.7582606126120254,16.12829340700853,3.99399784356217,0.1590243450468866,6.26002040775305,7.382972417838839,1.1793847203269512,0.5297192201791929,0.2558296782200973,0.266895245220968,0.4931655068421362
4,0,80,8.99881538086348,80.97867825886513,4.394185888648945,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,6.542159528846096,1.6564975776667674,10.16977966706289,1.5544988810226448,10.680289438910725,60.62447191349502,9.266737022566605,0.16801719806521406,13.28540144890785,23.643742075979027,1.7796784061743725,0.43012563892730526,0.27350177456363733,0.27255135823840915,0.4813660746104899
4,0,160,67.15312239695473,4509.541847660383,8.413950841451912,1.025230498739254,1.0557700326068333,4.447744481887221,0.1295457777743903,11.627649621865283,2.463066294187805,17.086334691403714,1.46945730625333,15.87722667700922,268.52898602771745,23.09400392687792,0.17403563055255258,27.55226851019993,90.24623213654769,3.275455598261837,0.1893301724281532,0.20390899913053134,0.21425452143229687,0.4069990482210729
4,58,1,1.041221414290325,1.0841420335767449,0.08078892171894954,1.0152128934215294,1.041221414290325,4.434441092002037,0.18004322404653156,0.18004322404653156,0.042792944897792264,0.1800432240465315,0.9999999999999941,3.477763656540197e-16,0.1800432240465315,0.9999999999999941,0.1800432240465315,0.1800432240465315,0.1800432240465315,0.9999999999999944,0.9999999999999944,nan,nan,nan
4,58,2,1.0840559303218684,1.1751772600660118,0.16141899584860084,1.0152128934215294,1.041221414290325,4.434441092002037,0.18004322404653156,0.3576996045419168,0.08527141241582831,0.35790662417646446,1.0005787527632628,0.0005961067473166843,0.3661415478454958,1.0236006503680344,0.17931253135197206,0.3586220729470505,0.35853791733712076,0.9997653362236206,0.9982392569094339,0.26409497258598413,0.2640949725859827,0.9594608600156387
