seed,test_index,horizon,sigma1_phi,Gmax,log_Gmax,spectral_radius_J,sigma1_J,fro_J,one_step_error,rollout_error,relative_rollout_error,linear_predicted_error,linear_to_actual_ratio,linear_vector_error,defect_amplification_bound,bound_to_actual_ratio,defect_l2_rms,defect_l2_sum,propagated_defect_norm_sum,effective_defect_gain,defect_cancellation_ratio,tg_alignment_mean,tg_alignment_weighted,gain_efficiency_mean
1,0,1,1.0523219828736663,1.1073815556391648,0.10199826971372146,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,0.1673926530324634,0.0362706310089548,0.16739265303246334,0.9999999999999937,4.0125770192081414e-16,0.16739265303246334,0.9999999999999937,0.16739265303246334,0.16739265303246334,0.16739265303246334,0.999999999999994,0.999999999999994,nan,nan,nan
1,0,2,1.1072418490651799,1.2259845123212785,0.2037442047435891,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,0.34461233776583006,0.07508487184435798,0.34468316454220416,1.0002055259449858,0.0003707460118393116,0.3549579359404982,1.0300209744135658,0.17323483005481805,0.3462789644120564,0.3448440056657053,0.9958560614596138,0.9995335829509588,0.1215646301626343,0.12156463016263358,0.942557863596616
1,0,5,1.285085464024218,1.6514446498463395,0.5016504502076454,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,0.9361295497227166,0.2068955254593682,0.9388824190547633,1.0029406926988482,0.01277995885753951,1.0447111432052094,1.1159899220301868,0.19076268387122172,0.9504811893573237,0.9419800342424749,0.991055945967118,0.9967115914614861,0.10529713745860975,0.10440559374845512,0.8758440052529708
1,0,10,1.603528692566473,2.571304267883942,0.9444132674050671,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,2.112807175105246,0.4729198417321785,2.146716211299878,1.01604928106747,0.1354269277387995,2.6237689737337826,1.241840242048157,0.21766102597550432,2.1567967924512192,2.1770240840758706,1.0093783947080437,0.9860783015687864,0.22252123934305854,0.23033721460707018,0.8101750564577178
1,0,20,2.220890516607876,4.9323546867587975,1.5958164981175254,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,4.7081964842154465,1.0180899266762946,5.101898148523045,1.0836204830506775,0.9053044922319439,7.3256020918435985,1.5559253137381126,0.24105021294661474,4.77854688644431,5.505222264104915,1.1520703667723806,0.9267379051684035,0.5267042535164166,0.5288982866618532,0.7498122259216057
1,0,40,4.832201781818408,23.350174060208996,3.1506044384857947,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,5.863824539687987,1.2611729955965367,7.682193506410735,1.3100994844602738,4.874732115830643,22.55499456937631,3.846464780233082,0.25994141524060066,10.298280616286487,14.585311203183199,1.4162860526559038,0.5267075483952731,0.3444389739843596,0.33533731455812565,0.6572419411020325
1,0,80,22.61848732592587,511.5959689130692,6.237535190301224,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,7.319002745280227,1.365302863537217,26.419906602966584,3.6097686423200033,23.326990596743215,110.10398091888382,15.043576939479367,0.2313604091283187,18.210333541855167,49.26930641197713,2.7055685882268494,0.5362345956740328,0.25743901000429675,0.2650724050668383,0.4667077444535116
1,0,160,321.97657350463766,103668.91388578733,11.548957579613173,1.0201122777384808,1.0523219828736667,4.441736976129264,0.16739265303246337,18.55677376422887,3.644273121729639,209.82129491148115,11.306992130062234,205.85111462803496,1460.3300375136114,78.69525468530686,0.20206549085238318,31.29921764100385,501.4953267231909,16.022615404488644,0.418391326360845,0.19270526516260358,0.18667171258738569,0.3775133726342127
1,58,1,1.0656551852961322,1.135620973948534,0.12717961493232477,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,0.2312152059619403,0.049889296030695626,0.2312152059619401,0.9999999999999947,6.268091485093338e-16,0.2312152059619401,0.9999999999999947,0.2312152059619401,0.2312152059619401,0.2312152059619401,0.9999999999999957,0.9999999999999957,nan,nan,nan
1,58,2,1.1345287943313527,1.2871555851669527,0.2524348111030192,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,0.46806645890507964,0.10029635867803914,0.46815601098443815,1.0001913234278035,0.0005662420562971145,0.4774067485033844,1.0199550500160872,0.23130106508971449,0.46260209832028065,0.468563704125053,1.0128871136261985,0.9991299088319759,0.4049125690156869,0.4049125690156851,0.9640555664209566
1,58,5,1.3595497452746748,1.848375509876433,0.6143071505626608,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,1.1933824246103477,0.24954392640217085,1.1949434269742396,1.001308048729141,0.01661928360344966,1.2843214603166495,1.0762027610185336,0.2283469531309382,1.1416084549036376,1.204337077514921,1.054947580619116,0.9922001483504389,0.4056655262709913,0.405803837145577,0.9269905498708771
1,58,10,1.7888454387129016,3.1999680036039533,1.1631408108819272,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,2.3321183683720292,0.46581083818903013,2.3219877126015085,0.9956560284812672,0.16589596112652516,2.7777640255561162,1.1910904966179636,0.21821252238722935,2.179038067793026,2.4255685249735834,1.1131372878814583,0.9572962745411598,0.16995034183653634,0.16685089667563735,0.8697633977203938
1,58,20,2.855101541405944,8.151604811738597,2.0982148172844357,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,3.8451384102224786,0.721617085267726,3.803179960251659,0.9890879220734234,1.0908717084648432,7.42268476980944,1.9304076935373475,0.20322295534947135,4.048152781944642,4.671492431236593,1.153981255863696,0.8141252535958657,0.24331303711109897,0.25084545340725445,0.6423219205818944
1,58,40,7.3334985944236815,53.78020163441411,3.984905400079025,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,6.474093307840689,1.2866521835398312,8.475781825032376,1.3091843787248891,4.409802522655023,30.345559820802027,4.687229296502557,0.20953314069648704,8.344976995354571,14.572666561650788,1.7462800160818903,0.5816218870564922,0.2353327415702588,0.24076272077671781,0.5161453154714868
1,58,80,22.724004329024712,516.3803727455339,6.246843650398764,1.0244332591468388,1.065655185296133,4.457506831349935,0.23121520596193998,13.632066936546432,3.167821705962816,23.306754395389394,1.709700700845734,22.617771328272415,139.5828060555125,10.239298758231786,0.17991191020791855,14.018343892576777,60.19392187589449,4.293939593518557,0.3871944819186622,0.2444638365060163,0.2537119770999442,0.47557552698808
